Gene names,2015 Dill LPS Late
Paics,0.77839998
Paip1,0
Pak2,0.416533345
Parp1,1.017290011
Parp14,0
Pcbp1,1.262333337
Pcbp2;Pcbp3,0.486833347
Pcdhb2,0.70083343
Pck2,1.128063345
Pcmt1,0
Pcna,1.108633308
Pcnp,2.302733605
Pcyox1,1.332033364
Pcyox1l,0.746199994
Pcyt1a,1.266450019
Pdcd6,0.75086667
Pdcd6ip,1.082540024
Pdha1,0.236180015
Pdhb,0.74551668
Pdia3,1.216133316
Pdia4,1.219266696
Pdia6,1.19073337
Pdlim2,1.430566697
Pdlim5,1.58116667
Pdxk,0.440400008
Pef1,1.147899987
Pepd,0.538206651
Pex14,0
Pf4,1.724653354
Pfkp,1.088000001
Pfn1,1.352566679
Pgam1,1.115123347
Pgd,0.992059993
Pgk1,1.174100002
Pgrmc1,1.005350012
Pgrmc2,1.33333353
Phb,0.893913326
Phb2,0.918999984
Pi4k2a,1.22583334
Pi4ka,1.235233256
Pid1,0.666216671
Pigs,1.399336698
Pigt,0
Pik3ap1,0.879643332
Pik3c3,0.834243319
Pik3cg,0.808333368
Pik3r4,0.731380003
Pion,1.066843283
Pip4k2a,0.962416654
Pip4k2b,0.340133349
Pitpna,1.20403335
Pkm2,0.932556664
Pkn1,1.203499956
Pla2g15,0.506023319
Pla2g7,0.868919991
Plau,0.546036678
Plaur,1.385866667
Plbd1,0.740413338
Plbd2,0.853846659
Pld1,0.754636662
Pld3,0.912843308
Pld4,0.981066674
Plec,1.198666702
Plek,2.024766926
Plekha1,0.116733334
Plekho1,1.026170005
Plekho2,1.4951333
Plod1,0
Plod3,0
Plscr3,0.56480001
Pltp,1.063649959
Plxdc1,0.275323336
Plxna1,0.221780004
Plxnb2,0.5495966
Pnp,1.092129978
Pon2,1.159266681
Pon3,1.237766658
Por,1.209366676
Ppia,1.216133304
Ppib,1.163400012
Ppm1h,0.685149987
Ppp1ca,0.994873287
Ppp1cb,0
Ppp1cc,0.769196679
Ppp1r12a,0.337799987
Ppp1r12c,1.081200007
Ppp1r18,1.251820011
Ppp2ca;Ppp2cb,1.452399831
Ppp2r1a,1.05583665
Ppt1,1.482499983
Ppt2,0.512219951
Pqbp1,0.380866684
Prcc,1.391233304
Prcp,0.840293318
Prdx1,1.209300005
Prdx2,1.187766661
Prdx3,0.731169992
Prdx4,1.054373349
Prdx5,1.065963342
Prkacb,1.167926656
Prkar1a,1.24967004
Prkca,0.405213323
Prkcd,0.553066679
Prkcsh,1.226733299
Prpf19,0.506966667
Prpf31,0.779513347
Prpf40a,0.844863336
Prrc2c,1.217466676
Psap,0.64869332
Psen1,1.273466624
Psen2,1.275676694
Psma1,0.951989955
Psma4,0.239899989
Psma6,0.842556665
Psma7,0.788343336
Psmb1,0.880406686
Psmb10,1.754633494
Psmb3;Gm5356,0.613559995
Psmb8,0.417853341
Psme1,0.766266691
Pstpip1,0.40233334
Ptbp1,1.323343288
Ptgs1,0.949433318
Ptp4a2,1.124513332
ptplad1,0.618186649
Ptpn1,1.164299998
Ptpn23,0.909280001
Ptpn6,1.16886665
Ptpn9,1.594566656
Ptpra,0.804013343
Ptprc,0.500306605
Ptpre,1.197299985
Ptprj,0.706919985
Ptpro,0
Ptrh2,0.678769998
Pttg1ip,1.221393342
Pxk,0.16861333
Pzp;A2m,0.659113342
Qki,1.137823322
Rab10,1.070639975
Rab11a,0
Rab11b;Rab11a,1.046009978
Rab11fip5,1.155069984
Rab12,1.287066647
Rab13,1.05642998
Rab14,0.736656646
Rab18,1.254499997
Rab19,1.359030022
Rab1A;Rab1,1.221533352
Rab1b,1.403800024
Rab21,1.054940011
Rab22a,0.762913334
Rab23,0.22869666
Rab27a,1.609833334
Rab2a,1.21290001
Rab31,1.120833323
Rab32,1.069396702
Rab33b,0.809399997
Rab34,1.325146653
Rab35,1.234686618
Rab39a,1.449933332
Rab3a,0
Rab3d,1.223100036
Rab4b,1.251566684
Rab5a,1.206433377
Rab5b,1.170666662
Rab5c,1.08373332
Rab6a,0.778529991
Rab6a;Rab6b,0.325083336
Rab7a,1.164233304
Rab7b;5430435G22Rik,1.359999997
Rab7l1,1.250866633
Rab8a,1.342999989
Rab8b,1.359899997
Rab9a;Rab9,1.160533319
Rabl3,1.045359989
Rac1;Rac3,1.261166671
Rac2,1.565666633
Rala,0.904450018
Ralb,1.23593332
Raly;C130057N11Rik,1.831933366
Ran;1700009N14Rik,1.071826668
Ranbp1,0
Ranbp2,0
Rangap1,0.229359998
Rap1a,0.865013328
Rap1b,1.731133354
Rap2a,1.050106678
Rap2b,1.176770009
Rap2c,0.884413313
Rasa3,0
Rasa4,0.240489998
Rassf4,1.088700002
Raver1,0.770956723
Rbbp4,0.953076663
Rbm25,0.483196719
Rbm3,1.289966672
Rbmx;Rbmxl1,0.718019986
Rbp4,0.771779977
Rcc1,0.792266645
Rcn2,1.156099996
Rcor1,0.49983666
Rdh11,1.299966686
Rdh14,0.321926673
Rdx,0.845566664
Reep5,0.583603355
Rer1,1.091433335
Rftn1,0.552340049
Rgs1,1.645133346
Rgs10,1.006633369
Rgs18,1.224266658
Rgs19,0.862780042
Rgs3,0
Rhbdf2,0.829499981
Rhoa;Rhoc,1.586299981
Rhob,0.735356671
Rhog,0.999689987
Ripk1,0.669619966
Ripk3,1.052413344
Rit1,0
Rnaset2,0.800483325
Rnd1,2.191099771
Rnd3,0.930833338
Rnf128,0.439899998
Rnf13,0.694989982
Rnf213,0.816313315
Rnh1,1.224499966
Rock1,0.84789999
Rock2,0.977899984
Rod1;Ptbp3,0
Ros1,0
Rp2,1.205733387
Rpl10;Rpl10l,0.690070013
Rpl10a,0.919643313
Rpl12;Rpl12-ps1,1.108176665
Rpl13;Rpl13-ps3,0.914713328
Rpl14,0.341133317
Rpl17,0.685410009
Rpl21;Gm9104;Rpl21-ps6,0.752566651
Rpl22,1.176980023
Rpl22l1,1.885333614
Rpl23,1.029340013
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,0.769773348
Rpl24,0
Rpl26,0.706523322
Rpl27,0
Rpl28,0.532906666
Rpl3,0.808276672
Rpl30,1.074503333
Rpl31;Gm16382,1.096843307
Rpl34;Gm2178,0.273226647
Rpl35a,0.683136654
Rpl37a,1.297433348
Rpl38,1.585433326
Rpl4,0
Rpl5,0.387186694
Rpl6;Gm5428,1.149493303
Rpl8,0
Rpl9;Rpl9-ps6,0.973906669
Rplp0;Gm8730,0.864560018
Rplp1;Gm10073,0.915706688
Rplp2,0.763219985
Rpn1,1.203466695
Rpn2,1.374366686
Rprd2,1.322816417
Rps10,1.160533346
Rps11,0.650289995
Rps12,0.853786643
Rps13,1.017613329
Rps14,0.844449982
Rps15,0.959903306
Rps15a,0.827743325
Rps16,1.080119994
Rps17,0.992936651
Rps19;Rps19-ps13;Rps19-ps1,1.266666643
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,0.607476666
Rps20,0.931246657
Rps21,1.695466726
Rps23,0.50937999
Rps25,0.998469971
Rps26,0
Rps27a,0.512413317
Rps27l,1.189633381
Rps28,1.431666683
Rps3,0.892626635
Rps4x;Rps4y2,0.637143318
Rps5,0.897343345
Rps6,0.661936676
Rps6ka1,1.203900007
Rps7;Gm9493,1.177799972
Rps8;Gm11353,0.454260005
Rps9,2.583033595
Rpsa-ps10;Rpsa,0.745043335
Rptor,0.027171999
Rraga;Rragb,1.191533326
Rragc,1.427133359
Rras,0.944200016
Rrbp1,0.937713317
Rsad2,1.737699796
Rsu1,0.909266686
Rtn1,0.546943343
Rtn4,1.531566671
Rtn4Q8BH78;Q8BHF5;Q99P72-1,1.014119996
Rufy1,0.430853414
Rufy2,0.284906641
Ruvbl1,0.896266645
S100a10,2.175766699
S100a11;Gm7665,0.823259984
S100a13,0
S100a4,1.393166637
S100a6,1.129633295
Saa3,1.499666512
Sacm1l,1.113933306
Samm50,1.442966636
Sar1a,0.728400003
Sarnp,1.62076669
Sash3,1.364099995
Scamp1,1.187966717
Scamp2,1.110016623
Scamp3,1.305433352
Scamp4,0.544973337
Scarb1,1.191473327
Scarb2,1.420800046
Scfd1,0.999303333
Scp2,1.198033305
Scpep1,0.767936656
Scyl2,0.742560008
Scyl2Q8CFE4,0.505436657
Sdc4,1.367700054
Sdcbp,1.333833306
Sdf2l1,1.255700045
Sdha,0.996353312
Sdhb,1.080823318
Sec11a,1.453766659
Sec13,0
Sec16a,0.572833353
Sec22b,1.350633343
Sec23b,1.08130668
Sec24b,1.300879991
Sec24c,0.430099989
Sec31a,0.689800223
Sec61a1;Sec61a2,1.11793333
Sec62,0.638189987
Sel1l,0
Sema4d,0
Serbp1,0.667163392
Serinc1,0.766150003
Serinc3,0.553720018
Serpinb6a;Serpinb6,1.026933294
Serpinc1,0.353733341
Sf1,0.96476669
Sf3b4,0
Sfn,0
Sfpq,1.180613327
Sft2d2,0
Sfxn1,0.311826666
Sfxn3,0.842349997
Sgpl1,1.166039959
Sh3bgrl3,1.197133325
Sh3bp1,1.016753325
Sh3bp2,0.775420035
Sh3gl1,1.109960029
Sh3glb1,1.003723327
Sh3glb2,0.4855
Sh3kbp1,1.07275665
Sh3pxd2b,0.928199996
Shmt2,0.892890038
Siae,0.633243385
Sidt2,1.207233289
Siglec1,0.814550001
Sigmar1,0.217253331
Sipa1,0.389800001
Sirpa,0
SirpaE0CYM8;P97797;E9QPT7;P97797-3,0.401153426
Sirt2,0.673860024
Skap2,0.932253346
Skp1,0.948546696
Slc11a1,0.990576681
Slc12a4,0.844636655
Slc12a6,0.224193336
Slc12a7,0.911106636
Slc12a9,1.416033325
Slc15a3,1.431900015
Slc15a4,1.078783396
Slc16a1,0
Slc16a10,0
Slc16a3,0.804429997
Slc17a5,0.998699981
Slc1a5,0.167306662
Slc23a2,0.936236645
Slc25a1,0.826543345
Slc25a10,0.664950002
Slc25a11,0.755633319
Slc25a12,1.040129979
Slc25a13,0.903700005
Slc25a24,1.083189987
Slc25a3,0.969233352
Slc25a4,0.805290016
Slc25a5,0.770630017
Slc26a11,1.387053333
Slc29a3,1.568799954
Slc2a1,0.581073269
Slc2a6,1.431466679
Slc2a8,1.347966691
Slc30a7,0.976433295
Slc31a1,1.429633319
Slc36a1,0.507033368
Slc37a2,1.013213346
Slc38a2,0.799523318
Slc38a7,1.045393314
Slc38a9,1.583566673
Slc3a2,0.782220012
Slc43a2,0.47998665
Slc44a2,0.79757667
Slc46a3,0.290276664
Slc48a1,2.262100081
Slc4a2,0.641823278
Slc4a7,0
Slc6a6,0.453543319
Slc7a1,0.269863338
Slc7a5,0
Slc7a8,0.43860667
Slc9a6,0.456093328
Slc9a9,0.697330001
Slco4a1,0.587790007
Smap1,1.221666653
Smap2,1.057196655
Smarca5,0.815166682
Smarcc2,0.457733345
Smc1a,0
Smc2,0
Smpd1,1.591733335
Smpdl3a,0.807439988
Smpdl3b,0.64563662
Snap23,0.956509983
Snap29,1.09960998
Snapin,1.152966652
Snd1,0.948129977
Snf8,0
Snrpa;Gm5145,0.238823333
Snrpc,0.79702998
Snrpd3,1.193433313
Snrpn;Snrpb,0.220846672
Sntb2,0.124803344
Snx1,0.815199996
Snx11,1.417333347
Snx12,0.690130005
Snx16,0.663246677
Snx17,0.30716673
Snx2,0.95700001
Snx20,0
Snx27,0.330376629
Snx29,0.220843335
Snx3,0.607753368
Snx30,0
Snx4,0.65152334
Snx5,0.785883313
Snx6,1.095266606
Snx8,0.288899948
Sod1,0.956646651
Sod2,0.726759979
Spag7,1.566366626
Spcs2,1.387199927
Spcs3,1.123730007
Spe39,0.768069992
Specc1,0.996123372
Spg20,1.106803326
Spg21,1.467599964
Sphk2,1.705666748
Spn,0.490336683
Spns1,1.465799967
Sppl2a,0.958906665
Spryd7;6330409N04Rik,0.494956667
Sptbn1,1.662690045
Sptlc2,0.938769977
Sqrdl,0.808706668
Sqstm1,1.293766692
Sri,1.455416687
Srp14,0.755339992
Srp19,0.243773346
Srp54;Srp54c,0.717899982
Srp68,1.405013143
Srp9,0
Srsf3;Gm12355,0.5189
Ssr1,1.285800002
Ssr3,0.835699992
Ssr4,1.397866648
Ssrp1,0.961666652
St13,0.545153344
St3gal1,0.326733331
Stab1,0.279739928
Stam,0
Stam2,0
Stambpl1,0
Stard3,1.24276662
Stard3nl,1.001833332
Stat1,0.991669991
Steap3,0.623563285
Stk11ip,1.324566685
Stk24;Mst4;2610018G03Rik;Stk25,1.100600026
Stk3,0
Stk38,1.247383338
Stmn1,0
Stmn2,0.632476672
Stom,1.459099987
Strn,0.27196334
Sts,0.310543333
Stt3a,1.21726668
Stx11,0.434433331
Stx12,1.105466678
Stx16,0
Stx17,1.610916977
Stx2,0.743783365
Stx3,1.183333336
Stx4,0.773073341
Stx5;Stx5a,0.240766654
Stx6,0.545653333
Stx7,1.422466718
Stx8,1.78179981
Stxbp1,1.09213336
Stxbp2,0.924320009
Stxbp3,0.596866628
Stxbp5,0.797173346
Sub1,0.723483294
Sucla2,0
Suclg1,0.911450015
Sugp1,0.872273321
Sumo2;Sumo3,1.028823336
Sun2,0.949166644
Surf4,0.966613331
Swap70,0.244530004
Syk,0.704423291
Syncrip,0.667819972
Syngr1,1.145580028
Syngr2,0.744393342
Synrg,0.365966678
Sypl1;Sypl,0.88616999
Tagln2,1.408266721
Taok3,0.158206689
Tap1,1.147699982
Tap2,1.074336662
Tapbp,1.163046673
Tardbp,1.156693317
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,0.995326676
Tbl1x,0
Tbxas1,0.369800018
Tceb1,0.451566667
Tceb2,0.880500011
Tcirg1,1.401099994
Tcof1,0
Tcp1,0.536159993
Tdrd7,0.286893323
Tecpr1,0.595366685
Tecr,0.820933298
Tes,1.761566521
Tex264,1.31603332
Tfe3,1.099350031
Tfrc,0.527173333
Tgfbi,0
Tgm2,0
Themis2,1.721430209
Thrap3,0.628079963
Timm44,1.188699987
Timm50,0.310256663
Timm9,0.803696651
Tkt,1.501999975
Tln1,0.93070669
Tlr13,1.086506679
Tlr2,0.810613299
Tlr3,1.04633332
Tlr7,1.230379986
Tlr8,1.243053316
Tlr9,1.38634333
Tm7sf3,1.367933295
Tm9sf1,0.167113327
Tm9sf2,0.667750015
Tm9sf3,0.597079989
Tm9sf4,0.488593373
Tmco1,0.828219992
Tmed10,0.89231
Tmed2,1.193766656
Tmed4,1.246666668
Tmed5,0.487846635
Tmed7,0.956913336
Tmed9,0.932789994
Tmem104,0.989166672
Tmem106a,1.22093332
Tmem106b,1.511466666
Tmem106c,1.323566651
Tmem109,0.751393324
Tmem120a,0.484033364
Tmem144,0.963033315
Tmem14c,0.194946668
Tmem165,0.260786691
Tmem173,0
Tmem175,1.310000015
Tmem176b,1.062599977
Tmem179b,1.744733337
Tmem192,1.072516694
Tmem206,0.4632967
Tmem30a,0.89185668
Tmem43,1.166066676
Tmem55a,1.407366686
Tmem55b,1.776233289
Tmem63a,1.628833315
Tmem87a,0.447270032
Tmem9b,0.844916656
Tmpo,1.222120023
Tmsb4x,1.181226683
Tmx1,1.226966707
Tmx2,0.516233331
Tmx3,1.075140005
Tmx4,0.388333319
Tnf,0
Tnfaip2,2.127733477
Tnfaip8l2,0.665686667
Tnfrsf23,0.47696332
Tns1,0.145526672
Tollip,1.021580005
Tom1,1.323933317
Tomm40,0.960716689
Tomm70a,0
Top2a,1.13834004
Tor1aip1,1.004653317
Tor1aip2,1.27729998
Tor3a,0.37896665
Tpcn1,1.000720017
Tpcn2,1.515100193
Tpd52,0.836923402
Tpd52l2,0.82228
Tpi1,1.219933277
Tpm3-rs7;Tpm3,1.281333307
Tpm4,0.761653354
Tpp1,1.781366656
Tpt1,0
Trafd1,2.118399865
Trem2,1.020663309
Trex1,1.269699992
Trim14,1.187766656
Trim21,0
Trim28,0.35863331
Trpv2,0.579830009
Tsen34,0.638666684
Tsg101,0.946173306
Tspan14,0.454233338
Tspan31,0
Ttc35,0.816126674
Ttk,0
Ttn,0.742026698
Ttyh2,0
Ttyh3,1.073136637
Tuba1a;Tuba3a,0
Tuba1b,1.418200001
Tuba4a,0.430800013
Tubb4b,1.535899993
Tubb5,1.539866682
Txn,0.892563322
Txndc12,1.120256629
Txndc5,1.219733362
Tyrobp,0.791310046
Uba1,1.260946613
Ubap2,0
Ubap2l,1.321333292
Ube2d3;Ube2d2,0.388766685
Ube2l3,1.239099969
Ube2n,1.115140013
Ubl3,1.106593365
Ubl5;Gm2001,1.251433352
Ubtf,0
Ubxn4,0.525299994
Ufd1l,1.271533317
Ufm1,0
Uggt1,0.829190021
Ugt1a7c,1.179233298
Unc13d,0.229756676
Unc93b1,1.3822666
Upf1,0
Uqcrb,0.735153356
Uqcrc1,0.897090005
Uqcrc2,0.865039989
Uqcrfs1,0
Uqcrh,0.302836688
Usmg5,0.650160021
Usp12;Usp46,0.874789995
Uvrag,1.115839987
Vac14,0.264656666
Vamp3,1.706099997
Vamp4,0.668806661
Vamp7,1.281900038
Vamp8,1.350433353
Vapa,1.156500045
Vapb,1.260366667
Vasp,1.231046649
Vat1,1.396533302
Vcp,0.977950017
Vdac1,1.105133325
Vdac2,1.087649974
Vdac3,1.173606678
Vim,1.117623345
Vmp1,0
Vps11,0.831189982
Vps13c,0.979866674
Vps13d,0.418869994
Vps16,1.040699999
Vps18,0.684826634
Vps26a,0.802966647
Vps26b,0.560853323
Vps28,1.075669993
Vps29,0.676206682
Vps33a,1.056530023
Vps33b,0.919240004
Vps35,0.63456998
Vps37b,1.033620014
Vps37c,1.871366591
Vps39,0.841329973
Vps41,0.79353002
Vps45,0.625266612
Vps4a,1.791076639
Vps4b,1.328260015
Vta1,0.904393343
Vti1a,0.83600665
Vti1b,1.355166679
Vwa5a,1.142536692
Was,0.847350004
Wasf2,0.961106655
Wash1,0.940036665
Wbp11,0.759743362
Wdfy2,0.338209931
Wdfy4,0.621756676
Wdr1,1.147696629
Wdr41,0.419133343
Wdr45l,0.677086654
Wdr5,0.910570023
Wdr7,1.14803333
Wdr70,0.37636665
Wdr81,0.949776671
Wdr91,1.046029999
Wipf1,0.942546683
Wnk1,1.191773325
Wwp1,1.171890004
Wwp2,0.688613351
Yipf3,0.306129992
Ykt6,1.550999797
Ythdf3;Ythdf1,0.528913313
Ywhab,0.876983321
Ywhae,0.710089999
Ywhag,1.004859999
Ywhah,0.885166688
Ywhaq,0.69519999
Ywhaz,1.042583367
Zadh2,0.903760012
Zc3hav1,0.748036682
Zdhhc20,0.651316647
Zfand2a,1.011966632
Zfyve19,0.434133332
Zmiz1,0.491706664
Zmpste24,0.879510003
Znf703,2.082500281
Znrf1,1.167743342
Znrf2,0
Zyx,0
0,1.40308
Q9DAM7,1.873799942
Q8K039;D3YWR8,1.112070037
Q9D735,1.584633171
Q9D6W8,0.504946621
Q9D0B6;Q9D0B6-2,0.906559989
Q8CAQ8-3;Q3TZK4;E9PVS5,1.091133329
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,1.257899971
Q3TYS2,1.257933353
P17047-3,0.997499829
Q5F285,0
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,1.02876667
Q9ES97-3,0.742043324
Q8VE96;D6RHL1,0
Q8C708,1.172973275
Q8K1J5,0.284636681
P10404,0.70483334
Q8R239;Q8R239-3;Q8R239-2,0.227970027
