Gene names,2015 Dill Phosphatidylserine Late
Pdxk,0.495566682
Pef1,0.975566681
Pepd,0
Pex14,0
Pf4,1.087816674
Pfkp,0.297420006
Pfn1,0.97542668
Pgam1,0.883826649
Pgd,0.680416637
Pgk1,0.83021003
Pgrmc1,0.680836668
Pgrmc2,0.967599973
Phb,0.878556663
Phb2,1.046786644
Pi4k2a,1.225333337
Pi4ka,0
Pid1,0.574906669
Pigs,1.241876669
Pigt,0.416900006
Pik3ap1,0.902966632
Pik3c3,0.922116675
Pik3cg,0.430800013
Pik3r4,0.857086651
Pion,1.250099969
Pip4k2a,1.02824002
Pip4k2b,0
Pitpna,1.144333297
Pkm2,1.147399975
Pkn1,1.176066703
Pla2g15,0.859820001
Pla2g7,0.910976694
Plau,0.330530007
Plaur,0.207903334
Plbd1,1.11600002
Plbd2,1.110399969
Pld1,0.910613335
Pld3,0.882383329
Pld4,1.17973329
Plec,1.274533321
Plek,1.077580008
Plekha1,0.780806634
Plekho1,0.893193317
Plekho2,1.79963312
Plod1,0
Plod3,0
Plscr3,0.780900005
Pltp,0.949403305
Plxdc1,0.346066673
Plxna1,0
Plxnb2,0.62059668
Pnp,0.985490006
Pon2,1.113090027
Pon3,1.334000013
Por,1.136200042
Ppia,0.995306661
Ppib,0.940929995
Ppm1h,0.528039991
Ppp1ca,0.985003325
Ppp1cb,0
Ppp1cc,0.353859998
Ppp1r12a,0.449019975
Ppp1r12c,1.167733501
Ppp1r18,1.125566684
Ppp2ca;Ppp2cb,1.184533303
Ppp2r1a,1.015633323
Ppt1,1.527166704
Ppt2,0.497883309
Pqbp1,0
Prcc,0.546039974
Prcp,1.115499982
Prdx1,1.132999959
Prdx2,1.093796654
Prdx3,0.661256639
Prdx4,1.151646631
Prdx5,0.745220009
Prkacb,1.205366636
Prkar1a,1.586973474
Prkca,0
Prkcd,0.304023314
Prkcsh,1.009796671
Prpf19,0.470366689
Prpf31,0.423556658
Prpf40a,0.488843315
Prrc2c,0.964930023
Psap,0.895539996
Psen1,1.147433373
Psen2,1.024306678
Psma1,1.030213289
Psma4,0
Psma6,0.324583331
Psma7,0.910730009
Psmb1,0.322653334
Psmb10,1.010476679
Psmb3;Gm5356,0
Psmb8,0.78433003
Psme1,0
Pstpip1,0.650513344
Ptbp1,1.316049964
Ptgs1,0
Ptp4a2,1.166766679
ptplad1,0.461800007
Ptpn1,1.065426638
Ptpn23,0.63141999
Ptpn6,1.00313333
Ptpn9,0.95616666
Ptpra,0.68567333
Ptprc,0.610493313
Ptpre,0.925206632
Ptprj,0.74516669
Ptpro,0
Ptrh2,0.536046672
Pttg1ip,1.693666636
Pxk,0
Pzp;A2m,0.515773333
Qki,0.81680001
Rab10,0.833936653
Rab11a,0
Rab11b;Rab11a,0.805880018
Rab11fip5,1.004940021
Rab12,1.054793355
Rab13,1.260466666
Rab14,0.718370002
Rab18,1.074033334
Rab19,1.612966666
Rab1A;Rab1,0.969443319
Rab1b,1.04350664
Rab21,1.07909997
Rab22a,0.791543337
Rab23,0.756250011
Rab27a,1.397879983
Rab2a,0.972583308
Rab31,0.975956677
Rab32,1.033786642
Rab33b,0
Rab34,0.821383325
Rab35,1.143166649
Rab39a,2.894900188
Rab3a,0.248203334
Rab3d,1.199590026
Rab4b,1.218833328
Rab5a,1.163066657
Rab5b,1.154333309
Rab5c,1.000786665
Rab6a,0.743680011
Rab6a;Rab6b,0.260773342
Rab7a,0.978123365
Rab7b;5430435G22Rik,1.345700014
Rab7l1,1.421399989
Rab8a,1.230633343
Rab8b,1.096533332
Rab9a;Rab9,0.995310015
Rabl3,0.762083328
Rac1;Rac3,1.075309981
Rac2,1.65666677
Rala,0.853423335
Ralb,1.099766686
Raly;C130057N11Rik,0.69656999
Ran;1700009N14Rik,1.134360028
Ranbp1,0
Ranbp2,0
Rangap1,1.027899702
Rap1a,0.884860032
Rap1b,1.367099955
Rap2a,0.961763336
Rap2b,1.000419971
Rap2c,0.91285337
Rasa3,0
Rasa4,0.216643341
Rassf4,0
Raver1,0
Rbbp4,1.432633214
Rbm25,0.596396704
Rbm3,1.402033292
Rbmx;Rbmxl1,0.636589997
Rbp4,0.523910006
Rcc1,1.754299954
Rcn2,1.345933357
Rcor1,0.597666679
Rdh11,1.182333321
Rdh14,0.706663338
Rdx,0.766500038
Reep5,0.823026625
Rer1,0.811823332
Rftn1,0.659320022
Rgs1,0
Rgs10,1.772399863
Rgs18,0.706463343
Rgs19,0.881350016
Rgs3,0
Rhbdf2,0
Rhoa;Rhoc,1.137290004
Rhob,1.038636675
Rhog,0.984873333
Ripk1,0.468843397
Ripk3,0.725623338
Rit1,0
Rnaset2,0.787950039
Rnd1,0
Rnd3,0.409766656
Rnf128,0
Rnf13,0.894540007
Rnf213,0.767309994
Rnh1,0.996433338
Rock1,0.638833345
Rock2,0.697236678
Rod1;Ptbp3,0
Ros1,0.45303333
Rp2,0.963839964
Rpl10;Rpl10l,0.480339992
Rpl10a,0.663396681
Rpl12;Rpl12-ps1,0.850646662
Rpl13;Rpl13-ps3,0.569923283
Rpl14,0
Rpl17,0.466003304
Rpl21;Gm9104;Rpl21-ps6,0.340233327
Rpl22,0.521570028
Rpl22l1,0.556426677
Rpl23,0.764846664
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,0.50040001
Rpl24,0.351466656
Rpl26,0.711603343
Rpl27,0
Rpl28,0.608856662
Rpl3,0.711156669
Rpl30,0.865699986
Rpl31;Gm16382,0.759950004
Rpl34;Gm2178,0
Rpl35a,0.956796663
Rpl37a,0.845300009
Rpl38,0.749599982
Rpl4,0
Rpl5,0.329419928
Rpl6;Gm5428,0.384813382
Rpl8,0
Rpl9;Rpl9-ps6,0.75933998
Rplp0;Gm8730,0.603516698
Rplp1;Gm10073,0.307569976
Rplp2,0.297183333
Rpn1,1.046876647
Rpn2,1.11736001
Rprd2,0.517466708
Rps10,0.822333317
Rps11,0.68482666
Rps12,0.66928666
Rps13,0.59517998
Rps14,0.632916679
Rps15,0.565953325
Rps15a,0.647566677
Rps16,0.669973335
Rps17,0.60357662
Rps19;Rps19-ps13;Rps19-ps1,0.960653349
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,0.400496595
Rps20,0.490183331
Rps21,0.97231998
Rps23,0.40192334
Rps25,0.658443322
Rps26,0.278809998
Rps27a,0
Rps27l,1.473746642
Rps28,0.941943331
Rps3,0.631643344
Rps4x;Rps4y2,0.557079973
Rps5,0.599596695
Rps6,0.184286679
Rps6ka1,1.14369665
Rps7;Gm9493,0.776066662
Rps8;Gm11353,0.110420007
Rps9,0
Rpsa-ps10;Rpsa,0.63237333
Rptor,0
Rraga;Rragb,1.172573325
Rragc,0.965763358
Rras,1.014086667
Rrbp1,0.82470001
Rsad2,0.225956662
Rsu1,0.972310006
Rtn1,0.388200042
Rtn4,0.296220009
Rtn4Q8BH78;Q8BHF5;Q99P72-1,0.466743352
Rufy1,0.431476682
Rufy2,0.462830039
Ruvbl1,1.042149884
S100a10,2.060000186
S100a11;Gm7665,0.52997333
S100a13,0
S100a4,1.577866691
S100a6,1.768766744
Saa3,0
Sacm1l,1.058456635
Samm50,1.350433286
Sar1a,0.842139991
Sarnp,1.495133287
Sash3,1.131366638
Scamp1,1.311199981
Scamp2,1.254033357
Scamp3,1.668699998
Scamp4,1.072810015
Scarb1,0.88711667
Scarb2,1.762599922
Scfd1,1.118600049
Scp2,2.94083312
Scpep1,0.860223356
Scyl2,0.691720019
Scyl2Q8CFE4,0.360179991
Sdc4,0.304586668
Sdcbp,1.150120045
Sdf2l1,1.011056675
Sdha,0.922890005
Sdhb,1.189500005
Sec11a,0.853366662
Sec13,0.126913329
Sec16a,0
Sec22b,1.258233337
Sec23b,0.778936666
Sec24b,0
Sec24c,0
Sec31a,0
Sec61a1;Sec61a2,1.118633355
Sec62,0
Sel1l,0.417533309
Sema4d,0.208660004
Serbp1,0.471716663
Serinc1,0.883476677
Serinc3,0.230263359
Serpinb6a;Serpinb6,0.74293334
Serpinc1,0.330410003
Sf1,0.812073355
Sf3b4,0.40993333
Sfn,0.331376672
Sfpq,1.165073295
Sft2d2,0
Sfxn1,0.873866688
Sfxn3,0.682376666
Sgpl1,1.113963313
Sh3bgrl3,1.129413312
Sh3bp1,1.168299976
Sh3bp2,0
Sh3gl1,0.898239987
Sh3glb1,1.615566647
Sh3glb2,0.572299995
Sh3kbp1,0.744966671
Sh3pxd2b,0.885873352
Shmt2,0
Siae,1.026236635
Sidt2,1.097249955
Siglec1,1.119523321
Sigmar1,0.663890013
Sipa1,1.786400193
Sirpa,0
SirpaE0CYM8;P97797;E9QPT7;P97797-3,0.636553327
Sirt2,0.863456645
Skap2,0.619303322
Skp1,0.800640028
Slc11a1,1.131633304
Slc12a4,0.63666001
Slc12a6,0
Slc12a7,0.943139991
Slc12a9,1.444666656
Slc15a3,1.099813333
Slc15a4,1.245266609
Slc16a1,0
Slc16a10,0
Slc16a3,0.479689985
Slc17a5,1.078899979
Slc1a5,0
Slc23a2,0.807033344
Slc25a1,0.98144664
Slc25a10,0.479166658
Slc25a11,0.546773346
Slc25a12,1.068759981
Slc25a13,0.679523336
Slc25a24,0.738546644
Slc25a3,0.776160003
Slc25a4,0.673240027
Slc25a5,0.724503315
Slc26a11,1.380933386
Slc29a3,1.554633348
Slc2a1,0.383710008
Slc2a6,1.416733363
Slc2a8,1.296503283
Slc30a7,0.728399984
Slc31a1,1.484166653
Slc36a1,1.535266916
Slc37a2,1.121666684
Slc38a2,0.841693322
Slc38a7,1.034783329
Slc38a9,1.348799991
Slc3a2,0.711173333
Slc43a2,0.588353327
Slc44a2,0.629719992
Slc46a3,0.387666668
Slc48a1,2.139099953
Slc4a2,0.287336664
Slc4a7,0
Slc6a6,0.445180012
Slc7a1,0.510956652
Slc7a5,0
Slc7a8,0.589369973
Slc9a6,0.530449978
Slc9a9,0.646383344
Slco4a1,0.430089952
Smap1,0.969686639
Smap2,0.532396684
Smarca5,0.640699983
Smarcc2,0.709766555
Smc1a,0.195496664
Smc2,0
Smpd1,1.452933307
Smpdl3a,1.008513324
Smpdl3b,1.043796672
Snap23,1.120916668
Snap29,0.680823328
Snapin,0.742783332
Snd1,0.553133352
Snf8,1.354399974
Snrpa;Gm5145,0.258823335
Snrpc,0
Snrpd3,0.960290026
Snrpn;Snrpb,0.473736654
Sntb2,0.325666665
Snx1,0.279546657
Snx11,1.283900036
Snx12,0.648793366
Snx16,0.597330017
Snx17,0.582286677
Snx2,1.125999991
Snx20,0
Snx27,0.358139913
Snx29,0
Snx3,0.412929956
Snx30,0
Snx4,0
Snx5,1.218183362
Snx6,1.03636667
Snx8,0.393663298
Sod1,1.690900017
Sod2,0.643020023
Spag7,1.637099977
Spcs2,1.346933321
Spcs3,0.831076669
Spe39,0
Specc1,0.744836672
Spg20,0.927319958
Spg21,1.372433325
Sphk2,1.744733298
Spn,0.58836663
Spns1,1.6865667
Sppl2a,0.980423319
Spryd7;6330409N04Rik,0.759423331
Sptbn1,0.687833124
Sptlc2,0.561186664
Sqrdl,1.157930004
Sqstm1,0.843166687
Sri,1.816266671
Srp14,0.35873333
Srp19,0.338900009
Srp54;Srp54c,0.896946669
Srp68,0.693733039
Srp9,0
Srsf3;Gm12355,0.874583334
Ssr1,1.029010043
Ssr3,1.377133365
Ssr4,1.261899984
Ssrp1,0.459699977
St13,0.862073312
St3gal1,0
Stab1,0.38988658
Stam,0
Stam2,0
Stambpl1,0
Stard3,0.960136642
Stard3nl,0.887269996
Stat1,0
Steap3,0.473943305
Stk11ip,1.197733322
Stk24;Mst4;2610018G03Rik;Stk25,0.431166651
Stk3,0
Stk38,1.223843331
Stmn1,0.493226665
Stmn2,0.250943346
Stom,1.719800149
Strn,0.906770007
Sts,0.495323338
Stt3a,0.918116662
Stx11,0
Stx12,0.96855668
Stx16,0
Stx17,0.923399989
Stx2,0.258036628
Stx3,1.037806662
Stx4,0.815599984
Stx5;Stx5a,0
Stx6,0.634036673
Stx7,1.224533325
Stx8,1.480499993
Stxbp1,1.002333323
Stxbp2,0.892683372
Stxbp3,0.789626662
Stxbp5,0.904839996
Sub1,0.687573311
Sucla2,0.589296645
Suclg1,0.688660017
Sugp1,0
Sumo2;Sumo3,1.189133313
Sun2,0.947199974
Surf4,0.923986666
Swap70,0
Syk,0.295059962
Syncrip,0.595853375
Syngr1,1.180699981
Syngr2,1.14226669
Synrg,1.172439972
Sypl1;Sypl,0.926856661
Tagln2,0.949239999
Taok3,0.530619999
Tap1,0.908440002
Tap2,1.129486683
Tapbp,1.14320332
Tardbp,1.416933343
Tbc1d22a,0.594533331
Tbc1d2b,0
Tbc1d5,1.064209997
Tbl1x,0.666089993
Tbxas1,0.357199986
Tceb1,1.643033404
Tceb2,0.387166652
Tcirg1,1.319499989
Tcof1,0
Tcp1,0.747000031
Tdrd7,0.618653317
Tecpr1,0.209549996
Tecr,0.925349982
Tes,1.162816665
Tex264,0.394900007
Tfe3,0.883533371
Tfrc,0.474076709
Tgfbi,0
Tgm2,0.342933336
Themis2,0.938263338
Thrap3,0.312329983
Timm44,1.058373364
Timm50,0
Timm9,0.806899968
Tkt,1.205366655
Tln1,0.932850019
Tlr13,0.880246652
Tlr2,0.88993002
Tlr3,1.012813314
Tlr7,1.352633326
Tlr8,1.449766652
Tlr9,1.732899948
Tm7sf3,1.133100028
Tm9sf1,0.478543332
Tm9sf2,0.603550044
Tm9sf3,0.670259961
Tm9sf4,0.547416639
Tmco1,1.24039986
Tmed10,0.931666653
Tmed2,1.016029982
Tmed4,1.076003317
Tmed5,0.085646642
Tmed7,1.047420012
Tmed9,0.833390002
Tmem104,0.855033346
Tmem106a,1.053099997
Tmem106b,1.4050333
Tmem106c,1.430366672
Tmem109,0.897786689
Tmem120a,0.568533316
Tmem144,1.416066636
Tmem14c,0.989350002
Tmem165,0.176759995
Tmem173,0.447133331
Tmem175,1.279500022
Tmem176b,0.953733311
Tmem179b,1.981799936
Tmem192,1.243566653
Tmem206,0.460970025
Tmem30a,0.733100011
Tmem43,1.063796678
Tmem55a,1.140366632
Tmem55b,1.729200021
Tmem63a,1.467433346
Tmem87a,0.405653409
Tmem9b,0.964603315
Tmpo,1.445733292
Tmsb4x,0.858160043
Tmx1,1.124570028
Tmx2,0.405166669
Tmx3,1.004536655
Tmx4,0.354500016
Tnf,0
Tnfaip2,1.245136636
Tnfaip8l2,0.210880003
Tnfrsf23,0.324276687
Tns1,0
Tollip,1.579399997
Tom1,1.618550067
Tomm40,1.024836651
Tomm70a,0.314573328
Top2a,0.601346668
Tor1aip1,1.124133322
Tor1aip2,0.457429973
Tor3a,0.853199987
Tpcn1,0.833283313
Tpcn2,1.155400014
Tpd52,0.683269982
Tpd52l2,0.733749983
Tpi1,0.830553325
Tpm3-rs7;Tpm3,0.656786652
Tpm4,0.201803318
Tpp1,1.594900019
Tpt1,0
Trafd1,0.929533325
Trem2,0.681336694
Trex1,1.080666702
Trim14,1.501966689
Trim21,0
Trim28,0
Trpv2,0.746796636
Tsen34,0.805400068
Tsg101,1.082166665
Tspan14,0
Tspan31,0
Ttc35,1.117800004
Ttk,0
Ttn,0.60152663
Ttyh2,0.330500007
Ttyh3,1.259599959
Tuba1a;Tuba3a,0
Tuba1b,1.033566685
Tuba4a,0
Tubb4b,1.095066665
Tubb5,1.035730013
Txn,0.735449985
Txndc12,1.07391334
Txndc5,1.312033314
Tyrobp,0.885293327
Uba1,1.105233299
Ubap2,0.416400007
Ubap2l,1.046029971
Ube2d3;Ube2d2,0.762166709
Ube2l3,0.869510015
Ube2n,1.437833284
Ubl3,0.329243341
Ubl5;Gm2001,0.219940013
Ubtf,0
Ubxn4,0.629626667
Ufd1l,1.28133332
Ufm1,0.25681666
Uggt1,0.988889993
Ugt1a7c,0.988576659
Unc13d,0.18653666
Unc93b1,1.34709997
Upf1,0.522936669
Uqcrb,0.623056595
Uqcrc1,0.859663355
Uqcrc2,0.916893351
Uqcrfs1,0.818496644
Uqcrh,0.601633353
Usmg5,0.439990069
Usp12;Usp46,0.394533306
Uvrag,1.07880331
Vac14,0
Vamp3,1.894300082
Vamp4,0.47788667
Vamp7,1.171556646
Vamp8,1.351466702
Vapa,1.048703331
Vapb,1.314933282
Vasp,1.317566682
Vat1,1.291333314
Vcp,1.061066659
Vdac1,1.066833335
Vdac2,0.992229998
Vdac3,1.101036669
Vim,0.957413321
Vmp1,0
Vps11,1.029683309
Vps13c,0.740006649
Vps13d,0.35866338
Vps16,1.008450025
Vps18,0.791403339
Vps26a,0.794660004
Vps26b,0.648316663
Vps28,1.052300011
Vps29,0.788346681
Vps33a,1.053726642
Vps33b,0.970079984
Vps35,0.789306668
Vps37b,1.328466685
Vps37c,1.767099836
Vps39,0.872436687
Vps41,0.726583355
Vps45,1.018083336
Vps4a,0.441866664
Vps4b,1.864266633
Vta1,1.105880036
Vti1a,0.82715999
Vti1b,1.398666662
Vwa5a,1.107469968
Was,0.765503334
Wasf2,0.199113328
Wash1,1.350233326
Wbp11,0.373926694
Wdfy2,0.071656655
Wdfy4,0.311866661
Wdr1,0.646839996
Wdr41,0.414666642
Wdr45l,1.062646696
Wdr5,0.535163341
Wdr7,1.012216716
Wdr70,0
Wdr81,1.03209667
Wdr91,1.070146642
Wipf1,0.826179991
Wnk1,0.664179996
Wwp1,1.474133335
Wwp2,1.343599981
Yipf3,0
Ykt6,1.429333325
Ythdf3;Ythdf1,0.531203371
Ywhab,0.760659988
Ywhae,0.66745666
Ywhag,1.079633312
Ywhah,0.817183351
Ywhaq,0.814106691
Ywhaz,0.90287668
Zadh2,0.857499981
Zc3hav1,0.650543332
Zdhhc20,0.331556658
Zfand2a,0.254730003
Zfyve19,0
Zmiz1,0.295393319
Zmpste24,0.773610011
Znf703,0.963800013
Znrf1,0.34766666
Znrf2,0
Zyx,0
0,0.760669978
Q9DAM7,0.926883317
Q8K039;D3YWR8,0.638949993
Q9D735,0.90876665
Q9D6W8,0.234233349
Q9D0B6;Q9D0B6-2,0.82561333
Q8CAQ8-3;Q3TZK4;E9PVS5,1.066066638
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,0.948699991
Q3TYS2,1.089956701
P17047-3,0.982466758
Q5F285,0.559066653
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,0
Q9ES97-3,0.749106688
Q8VE96;D6RHL1,0
Q8C708,0
Q8K1J5,0.179803337
P10404,0
Q8R239;Q8R239-3;Q8R239-2,0.161483369
