Gene names,2015 Dill IgG Early
Pdha1,0.85371668
Pdhb,0.554403353
Pdia3,0.846703329
Pdia4,0.937590006
Pdia6,0.978220034
Pdlim2,0.981613338
Pdlim5,0.937189986
Pdxk,0
Pef1,0.968249943
Pepd,0.206780006
Pex14,0.623516679
Pf4,0.855286703
Pfkp,0.99802
Pfn1,0.999723359
Pgam1,0.781673344
Pgd,0.786940003
Pgk1,0.781633357
Pgrmc1,0.729146607
Pgrmc2,0.72942667
Phb,0.979203347
Phb2,1.019040018
Pi4k2a,0.720736675
Pi4ka,0
Pid1,1.480040245
Pigs,0.833886663
Pigt,0.52874336
Pik3ap1,1.061260023
Pik3c3,0.748180015
Pik3cg,0.192486664
Pik3r4,0.886453322
Pion,0.420243322
Pip4k2a,1.250000023
Pip4k2b,0
Pitpna,0.592296673
Pkm2,1.072499976
Pkn1,0.991613308
Pla2g15,0.518919932
Pla2g7,0.5837033
Plau,1.159089996
Plaur,1.843367176
Plbd1,0.228763343
Plbd2,0.498720035
Pld1,1.052306646
Pld3,0.718266649
Pld4,0.732120011
Plec,1.080929982
Plek,1.505046641
Plekha1,0.137573309
Plekho1,2.023596303
Plekho2,0.763649991
Plod1,0.653200001
Plod3,0
Plscr3,0
Pltp,0.673493301
Plxdc1,1.882566466
Plxna1,2.274266766
Plxnb2,2.132999647
Pnp,0.799780011
Pon2,0.607790015
Pon3,0.835079987
Por,0.832893362
Ppia,1.168303348
Ppib,0.987356678
Ppm1h,0.91651665
Ppp1ca,0.719186686
Ppp1cb,0.75821001
Ppp1cc,1.025266649
Ppp1r12a,1.900299981
Ppp1r12c,1.69703338
Ppp1r18,0.800606671
Ppp2ca;Ppp2cb,1.027883365
Ppp2r1a,0.961103309
Ppt1,0.545093408
Ppt2,0.349453379
Pqbp1,0
Prcc,1.337499972
Prcp,0.525180011
Prdx1,1.435973338
Prdx2,1.052526677
Prdx3,0.569093295
Prdx4,1.064709987
Prdx5,0.762896669
Prkacb,0.658150007
Prkar1a,0.527513312
Prkca,1.550799954
Prkcd,2.303933698
Prkcsh,0.77803999
Prpf19,1.478733504
Prpf31,0.553609999
Prpf40a,1.145786699
Prrc2c,1.426913472
Psap,0.31696338
Psen1,0.878283342
Psen2,0.617513344
Psma1,0.933600003
Psma4,0.194733338
Psma6,0.537816655
Psma7,0.794343332
Psmb1,0.41940001
Psmb10,0.968996648
Psmb3;Gm5356,1.130646681
Psmb8,0.601026659
Psme1,0
Pstpip1,0.392399987
Ptbp1,2.372799666
Ptgs1,0
Ptp4a2,1.261000065
ptplad1,0.320083339
Ptpn1,0.784346681
Ptpn23,1.064580034
Ptpn6,0.961923352
Ptpn9,0.761466667
Ptpra,2.347200092
Ptprc,2.9762673
Ptpre,0.95342667
Ptprj,1.771300044
Ptpro,1.431833666
Ptrh2,0.805519992
Pttg1ip,0.716653324
Pxk,1.852166453
Pzp;A2m,0.549393301
Qki,0.402266666
Rab10,1.223599972
Rab11a,0.344100002
Rab11b;Rab11a,1.219066662
Rab11fip5,1.062093321
Rab12,1.079533335
Rab13,0.943233371
Rab14,1.892566692
Rab18,0.929593325
Rab19,0.26441002
Rab1A;Rab1,0.917289995
Rab1b,0.858960016
Rab21,1.030710005
Rab22a,1.523966727
Rab23,0
Rab27a,0.468306671
Rab2a,1.024443349
Rab31,1.239600016
Rab32,0.617053367
Rab33b,0
Rab34,0.342266678
Rab35,1.023659975
Rab39a,0.99004003
Rab3a,0.330350002
Rab3d,0.712673314
Rab4b,1.023720007
Rab5a,1.132000016
Rab5b,0.965043327
Rab5c,1.038583348
Rab6a,1.028296665
Rab6a;Rab6b,0.894146681
Rab7a,1.030099988
Rab7b;5430435G22Rik,0.606853343
Rab7l1,0.591353343
Rab8a,1.155233388
Rab8b,1.1928
Rab9a;Rab9,0.795893327
Rabl3,0.633713325
Rac1;Rac3,1.695233291
Rac2,1.466033332
Rala,1.302599968
Ralb,1.543466636
Raly;C130057N11Rik,1.526700275
Ran;1700009N14Rik,1.277933322
Ranbp1,0
Ranbp2,0
Rangap1,0
Rap1a,0.950603326
Rap1b,1.175233312
Rap2a,0.869246651
Rap2b,1.146366679
Rap2c,1.308399979
Rasa3,1.312100253
Rasa4,0.636776642
Rassf4,0
Raver1,0.68184332
Rbbp4,0.784933588
Rbm25,1.107449989
Rbm3,1.236263344
Rbmx;Rbmxl1,1.035303159
Rbp4,0.482513342
Rcc1,0.510099998
Rcn2,0.709653327
Rcor1,0.514096658
Rdh11,1.084273366
Rdh14,0
Rdx,1.375933346
Reep5,0.684166676
Rer1,0.57255666
Rftn1,2.253233197
Rgs1,0
Rgs10,0.238553325
Rgs18,0.782076666
Rgs19,1.562533354
Rgs3,0
Rhbdf2,0.49803333
Rhoa;Rhoc,1.444999983
Rhob,0.282466674
Rhog,1.093223346
Ripk1,1.604533064
Ripk3,1.312646666
Rit1,0
Rnaset2,0.588330017
Rnd1,0
Rnd3,1.039360025
Rnf128,0.628979984
Rnf13,0.640870009
Rnf213,1.093033325
Rnh1,0.887303362
Rock1,0.891220008
Rock2,0.903533335
Rod1;Ptbp3,0
Ros1,0
Rp2,1.288500008
Rpl10;Rpl10l,1.809433647
Rpl10a,1.84193338
Rpl12;Rpl12-ps1,1.997200042
Rpl13;Rpl13-ps3,1.938333433
Rpl14,1.872633337
Rpl17,2.10140004
Rpl21;Gm9104;Rpl21-ps6,0
Rpl22,2.06563357
Rpl22l1,1.215833317
Rpl23,1.93690026
Rpl23a-ps3;Rpl23a;Gm10335;Gm3940,2.270666384
Rpl24,0.506666658
Rpl26,2.867699712
Rpl27,0
Rpl28,1.722433472
Rpl3,1.525606669
Rpl30,2.068466435
Rpl31;Gm16382,2.19013374
Rpl34;Gm2178,1.051533128
Rpl35a,2.305833588
Rpl37a,1.541399988
Rpl38,1.676233487
Rpl4,0.452999982
Rpl5,2.595333773
Rpl6;Gm5428,1.064296646
Rpl8,0
Rpl9;Rpl9-ps6,1.83006671
Rplp0;Gm8730,2.196099853
Rplp1;Gm10073,2.179866351
Rplp2,2.418466851
Rpn1,1.018423327
Rpn2,1.068533315
Rprd2,1.355473326
Rps10,1.649033368
Rps11,2.164666418
Rps12,2.30419993
Rps13,2.26146701
Rps14,2.130333053
Rps15,1.424866681
Rps15a,1.723066681
Rps16,2.406766788
Rps17,1.818066649
Rps19;Rps19-ps13;Rps19-ps1,1.987833283
Rps2;Rps2-ps6;Gm6576;Rps2-ps5;Gm8225,2.469432994
Rps20,1.824833248
Rps21,1.408760004
Rps23,2.982066398
Rps25,1.922566497
Rps26,0.627899992
Rps27a,0.984366662
Rps27l,2.164166607
Rps28,2.114799537
Rps3,2.156433424
Rps4x;Rps4y2,2.53493349
Rps5,1.883066731
Rps6,0.241520005
Rps6ka1,1.050633342
Rps7;Gm9493,1.61709998
Rps8;Gm11353,0.28012334
Rps9,1.058533329
Rpsa-ps10;Rpsa,1.594879952
Rptor,0.003101899
Rraga;Rragb,0.697850017
Rragc,0.545439973
Rras,1.032400001
Rrbp1,1.071349981
Rsad2,0.702316692
Rsu1,1.588766626
Rtn1,0.690339978
Rtn4,1.158066668
Rtn4Q8BH78;Q8BHF5;Q99P72-1,1.054753368
Rufy1,1.556499944
Rufy2,0.903043327
Ruvbl1,0.233006677
S100a10,2.798200194
S100a11;Gm7665,1.477100019
S100a13,0
S100a4,1.624466776
S100a6,1.001736678
Saa3,3.245566456
Sacm1l,0.830236647
Samm50,0.636569988
Sar1a,0.212126667
Sarnp,1.028843302
Sash3,0.506480019
Scamp1,0.965003322
Scamp2,1.245833303
Scamp3,0.765813336
Scamp4,1.022450019
Scarb1,1.104583328
Scarb2,0.458913301
Scfd1,0.806220015
Scp2,0.802043358
Scpep1,0.647250018
Scyl2,1.397199999
Scyl2Q8CFE4,1.125180022
Sdc4,0.940466698
Sdcbp,1.257699985
Sdf2l1,0.743919975
Sdha,0.914463312
Sdhb,0.871503323
Sec11a,0.770663336
Sec13,0.50693332
Sec16a,0
Sec22b,0.976973381
Sec23b,1.211193298
Sec24b,1.185233395
Sec24c,0.229613329
Sec31a,0
Sec61a1;Sec61a2,1.334379994
Sec62,0.441699988
Sel1l,0.507433334
Sema4d,0.6443
Serbp1,1.944666491
Serinc1,0.736506715
Serinc3,0.925226678
Serpinb6a;Serpinb6,0.624430012
Serpinc1,0.441366672
Sf1,1.011689986
Sf3b4,0
Sfn,0.418933367
Sfpq,1.874133592
Sft2d2,0
Sfxn1,0.361399997
Sfxn3,0.343666673
Sgpl1,0.793130001
Sh3bgrl3,0.771153323
Sh3bp1,0.90395999
Sh3bp2,0
Sh3gl1,1.018923338
Sh3glb1,1.069109989
Sh3glb2,0.600799992
Sh3kbp1,0.621583349
Sh3pxd2b,1.311333285
Shmt2,1.114350025
Siae,0.557009984
Sidt2,0.745029999
Siglec1,1.785599849
Sigmar1,2.211400171
Sipa1,0
Sirpa,1.601266803
SirpaE0CYM8;P97797;E9QPT7;P97797-3,2.128200192
Sirt2,2.098933467
Skap2,1.376399977
Skp1,0.938489987
Slc11a1,0.459119993
Slc12a4,1.397599943
Slc12a6,0
Slc12a7,1.495166632
Slc12a9,0.467513285
Slc15a3,0.325426632
Slc15a4,0.400320009
Slc16a1,1.673899849
Slc16a10,0.441426667
Slc16a3,2.427633105
Slc17a5,0.333526633
Slc1a5,1.737133248
Slc23a2,2.659967012
Slc25a1,1.131476665
Slc25a10,0
Slc25a11,1.084869986
Slc25a12,0.83720002
Slc25a13,0.915540005
Slc25a24,0.970470031
Slc25a3,0.772633344
Slc25a4,0.956013337
Slc25a5,1.080160026
Slc26a11,0.336519988
Slc29a3,0.490693298
Slc2a1,3.104233448
Slc2a6,0.525196672
Slc2a8,0.525170069
Slc30a7,0.284216654
Slc31a1,0.489340043
Slc36a1,0
Slc37a2,0.543489994
Slc38a2,1.204830041
Slc38a7,0.401046674
Slc38a9,0.442039961
Slc3a2,2.704033288
Slc43a2,1.457066642
Slc44a2,1.829566526
Slc46a3,0.121130032
Slc48a1,0
Slc4a2,2.890166293
Slc4a7,1.446200025
Slc6a6,1.70849996
Slc7a1,0
Slc7a5,1.669866499
Slc7a8,2.088900301
Slc9a6,2.128833757
Slc9a9,1.154800002
Slco4a1,1.826533338
Smap1,1.261943332
Smap2,1.704816979
Smarca5,1.544533329
Smarcc2,0
Smc1a,0.394433338
Smc2,0
Smpd1,0.839240013
Smpdl3a,0.4919533
Smpdl3b,1.053883338
Snap23,1.821366628
Snap29,0.416203274
Snapin,0.256020014
Snd1,1.493089991
Snf8,0.192239992
Snrpa;Gm5145,0.115126631
Snrpc,0.469466689
Snrpd3,0.886650004
Snrpn;Snrpb,1.076833336
Sntb2,1.387000056
Snx1,1.332246643
Snx11,0.609290011
Snx12,1.551033334
Snx16,1.500999968
Snx17,1.321203342
Snx2,0.998876664
Snx20,0
Snx27,1.66589999
Snx29,0.750566676
Snx3,1.809999772
Snx30,0.462600009
Snx4,1.705466849
Snx5,0.921290003
Snx6,0.924066655
Snx8,2.449032846
Sod1,0.568196653
Sod2,0.508776685
Spag7,0.428503353
Spcs2,1.065329997
Spcs3,0.923976659
Spe39,1.279933324
Specc1,1.225033325
Spg20,1.007076662
Spg21,0.917536669
Sphk2,0.938783342
Spn,2.112399694
Spns1,0.575166675
Sppl2a,0.524189982
Spryd7;6330409N04Rik,1.247366668
Sptbn1,0.719346637
Sptlc2,0.37896665
Sqrdl,0.752710009
Sqstm1,0.881249989
Sri,0.881123325
Srp14,0.53503334
Srp19,0
Srp54;Srp54c,0.821319993
Srp68,1.502499994
Srp9,1.13663337
Srsf3;Gm12355,1.292133537
Ssr1,1.024349987
Ssr3,0.495099981
Ssr4,1.04146
Ssrp1,0.46335999
St13,1.062100033
St3gal1,0
Stab1,1.010563303
Stam,0.325309992
Stam2,0.510266665
Stambpl1,0
Stard3,0.781693329
Stard3nl,0.706886653
Stat1,1.234170005
Steap3,2.189700094
Stk11ip,0.451620018
Stk24;Mst4;2610018G03Rik;Stk25,1.957467001
Stk3,0
Stk38,0.646900008
Stmn1,0.290063345
Stmn2,0
Stom,0.608296684
Strn,0.50486669
Sts,0.459670006
Stt3a,1.039550005
Stx11,1.147166698
Stx12,1.005536692
Stx16,0
Stx17,1.001283359
Stx2,1.568666663
Stx3,1.040289993
Stx4,2.347132977
Stx5;Stx5a,0
Stx6,0.750533347
Stx7,0.816713335
Stx8,0.617206668
Stxbp1,1.716499983
Stxbp2,1.740066702
Stxbp3,2.259933268
Stxbp5,1.117336683
Sub1,0.769023333
Sucla2,0.32237333
Suclg1,1.000443355
Sugp1,0.587999975
Sumo2;Sumo3,1.215870033
Sun2,1.565033255
Surf4,0.532219997
Swap70,0
Syk,0.828980018
Syncrip,2.064766356
Syngr1,0.580053328
Syngr2,0.527493347
Synrg,1.107580014
Sypl1;Sypl,0.806586658
Tagln2,1.098733344
Taok3,1.744866494
Tap1,0.870300003
Tap2,0.811283334
Tapbp,0.872989984
Tardbp,1.747733439
Tbc1d22a,0
Tbc1d2b,0
Tbc1d5,0.791339994
Tbl1x,0.151319991
Tbxas1,0
Tceb1,0.559849992
Tceb2,0.357733319
Tcirg1,0.503046688
Tcof1,0.162606688
Tcp1,0.244326677
Tdrd7,0
Tecpr1,0
Tecr,0.825366676
Tes,0.63544666
Tex264,0
Tfe3,0.862743335
Tfrc,1.507899985
Tgfbi,0.692966492
Tgm2,0
Themis2,0.766696684
Thrap3,1.000120006
Timm44,0.914456644
Timm50,0.664023331
Timm9,0
Tkt,1.056246664
Tln1,1.489666606
Tlr13,0.533946678
Tlr2,1.57120001
Tlr3,0.423003338
Tlr7,0.439639964
Tlr8,0.721736674
Tlr9,0.407826677
Tm7sf3,0.583906618
Tm9sf1,1.014676685
Tm9sf2,0.923543361
Tm9sf3,0.91436669
Tm9sf4,0.821719983
Tmco1,0.82800667
Tmed10,0.928986655
Tmed2,0.890489996
Tmed4,0.987103352
Tmed5,0.712319986
Tmed7,0.805920023
Tmed9,0.852753334
Tmem104,0.42047337
Tmem106a,0.524863388
Tmem106b,0.656163329
Tmem106c,0.181763333
Tmem109,0.650360019
Tmem120a,0.148326626
Tmem144,0
Tmem14c,0
Tmem165,0.256820007
Tmem173,0.488433311
Tmem175,0.567283341
Tmem176b,0
Tmem179b,0.645043333
Tmem192,0.411356717
Tmem206,1.431199952
Tmem30a,0.75801332
Tmem43,1.142926691
Tmem55a,0.558569978
Tmem55b,0.449153378
Tmem63a,0.636460007
Tmem87a,0.879340004
Tmem9b,0.973066642
Tmpo,1.66663332
Tmsb4x,0.74271997
Tmx1,0.886059981
Tmx2,0
Tmx3,0.723623344
Tmx4,1.057466651
Tnf,0
Tnfaip2,0
Tnfaip8l2,0.275903335
Tnfrsf23,0.170783346
Tns1,0
Tollip,0.658393324
Tom1,0.769080006
Tomm40,0.743526683
Tomm70a,0
Top2a,1.908066446
Tor1aip1,1.207663324
Tor1aip2,0.262540009
Tor3a,0.471093315
Tpcn1,1.209366645
Tpcn2,0.604369986
Tpd52,0.760089999
Tpd52l2,0.930149991
Tpi1,1.206220029
Tpm3-rs7;Tpm3,1.240016666
Tpm4,0.861653356
Tpp1,0.657779981
Tpt1,0.326376677
Trafd1,0.444833332
Trem2,1.03140001
Trex1,0.93764
Trim14,0.892076675
Trim21,1.995699453
Trim28,0
Trpv2,2.698633381
Tsen34,0.3143
Tsg101,0.668016642
Tspan14,0.403700002
Tspan31,0.323339998
Ttc35,0.59211667
Ttk,0
Ttn,1.213533361
Ttyh2,0
Ttyh3,0.192763325
Tuba1a;Tuba3a,0.396400009
Tuba1b,1.00856332
Tuba4a,0.391766678
Tubb4b,1.139633332
Tubb5,1.342806678
Txn,0.929233342
Txndc12,0.667660018
Txndc5,0.750143314
Tyrobp,1.845800021
Uba1,0
Ubap2,0
Ubap2l,1.349399989
Ube2d3;Ube2d2,1.121400239
Ube2l3,0.828149994
Ube2n,0.952643341
Ubl3,1.331439848
Ubl5;Gm2001,0.198450004
Ubtf,1.188133263
Ubxn4,0
Ufd1l,0.747176669
Ufm1,0.394299996
Uggt1,0.86871001
Ugt1a7c,1.096896667
Unc13d,0.661440028
Unc93b1,0.511483364
Upf1,0.591610006
Uqcrb,1.02394667
Uqcrc1,0.862256686
Uqcrc2,0.865010022
Uqcrfs1,0.276780018
Uqcrh,0.818566666
Usmg5,1.437066668
Usp12;Usp46,0
Uvrag,0.918689998
Vac14,0.587666668
Vamp3,0.830333343
Vamp4,0.85283334
Vamp7,0.626430012
Vamp8,0.590080001
Vapa,0.731916668
Vapb,0.722693336
Vasp,1.024156661
Vat1,0.893093326
Vcp,0.80889333
Vdac1,0.601339999
Vdac2,0.535756651
Vdac3,0.525793319
Vim,1.392400041
Vmp1,0
Vps11,1.039466668
Vps13c,0.796609984
Vps13d,0
Vps16,0.98099334
Vps18,1.002590014
Vps26a,1.41866667
Vps26b,1.679966894
Vps28,0.616919951
Vps29,1.285099982
Vps33a,1.001493335
Vps33b,1.230413349
Vps35,1.470699982
Vps37b,0.541910049
Vps37c,0.669629999
Vps39,1.002253333
Vps41,1.055633345
Vps45,1.356199956
Vps4a,0.87956666
Vps4b,1.046330001
Vta1,0.746563332
Vti1a,0.859026638
Vti1b,0.567753286
Vwa5a,0.607856687
Was,1.073133312
Wasf2,0.974889964
Wash1,0.957136648
Wbp11,1.168286683
Wdfy2,1.714833334
Wdfy4,1.742366782
Wdr1,1.257866656
Wdr41,0
Wdr45l,0.706183362
Wdr5,1.105933343
Wdr7,0.722583341
Wdr70,0.398966661
Wdr81,0.82385999
Wdr91,0.760869997
Wipf1,1.152999969
Wnk1,1.187266648
Wwp1,0.575766684
Wwp2,0.786336685
Yipf3,0
Ykt6,1.023933358
Ythdf3;Ythdf1,0.73860017
Ywhab,0.796139996
Ywhae,0.983206672
Ywhag,1.09268
Ywhah,0.980936675
Ywhaq,1.068226671
Ywhaz,1.026373348
Zadh2,0.440763345
Zc3hav1,1.223733309
Zdhhc20,0.168903333
Zfand2a,0.325206658
Zfyve19,1.168666451
Zmiz1,0
Zmpste24,0.741629996
Znf703,0.65102334
Znrf1,1.075300114
Znrf2,0
Zyx,0
0,1.098019997
Q9DAM7,0.575786661
Q8K039;D3YWR8,0.723303341
Q9D735,0
Q9D6W8,0
Q9D0B6;Q9D0B6-2,0.987510004
Q8CAQ8-3;Q3TZK4;E9PVS5,1.709266666
Q7M6Y3-5;Q7M6Y3-3;Q7M6Y3-2,1.314233326
Q3TYS2,0.533463297
P17047-3,0
Q5F285,0.748866521
Q9CRC6,0
J3QNB0;Q9CQE8,0
Q6PIU9,0
Q9ES97-3,0.362813246
Q8VE96;D6RHL1,2.516066848
Q8C708,0.614939988
Q8K1J5,2.142900022
P10404,0.193956671
Q8R239;Q8R239-3;Q8R239-2,0
